Año	Título	Corpus estilométrico
1992	La llamada oportuna	No
1992	La pesadilla de Olivia	No
1992	La soledad de Óscar	No
1992	La sombra de otro querer	No
1992	La vi aquella vez	No
1992	Las dudas de Eric	No
1992	Las piruetas de José	No
1992	Llego ahora	No
1992	Lo culpó a él	No
1992	Matrimonio de transición	No
1992	Me casé con un mentiroso	No
1992	Mi boda con Patricia	No
1992	Mi cuento	No
1992	Mi endiablado orgullo	No
1992	Milagro en el camino	Sí
1992	No me encuentro	No
1992	Ojalá te odiara	No
1992	Piénsalo dos veces	No
1992	Prefiero callarlo	No
1992	Presión inesperada	No
1992	Relaciones comprometidas	No
1992	Se casa conmigo	No
1992	Sombras del pasado	No
1992	Sorpresas	No
1992	Te estoy conociendo	No
1992	Tengo que recuperarlo	No
1992	Tentación calculada	No
1992	Tentando a Gus	No
1992	Tío Fabio	No
1992	Un marido de embriaguez	No
1992	Una chica suficiente	No
1992	Una duda confusa	No
1992	Una mujer en apuros	No
1992	Vacilaciones	No
1993	Acoso sexual	No
1993	Aquel extraño caso	No
1993	Desayuno con amor	No
1993	El desengaño de Mel	No
1993	El primo Iván	No
1993	El regreso	No
1993	Es que te quiero	No
1993	La esposa de Pepino	No
1993	La vida y sus sorpresas	No
1993	Los celos de Fran	No
1993	Mamá piensa casarse	No
1993	Me gano la felicidad	No
1993	Mi amiga Tati	No
1993	Mi amigo Mauro	No
1993	Mi cuento de hadas	No
1993	No esperaba eso de él	No
1993	No sé lo que hará	No
1993	Nosotros no tenemos la culpa	No
1993	Ocurrió así	No
1993	Piensa en ti misma	No
1993	Seamos sólo amigos	No
1993	Situación difícil	No
1993	Sometida	No
1993	Soy casado	No
1993	Un orgullo exagerado	No
1993	Una historia confusa	No
1994	Defenderé tu causa	No
1996	Tu pasado me condena	No
2000	Yo estaba allí	No
2003	Amargos sentimientos	No
2003	Llama	No
2006	Doce en solitario	No
2006	El destino de las sombras	Sí

